dataset_params.dim,model.hidden_dims,model,seed,set,MSE,MAPE
14,[40|40|40|40],effn_w5_d320,777,test,1.3401343993843469,0.1276160492464776
14,[40|40|40|40],effn_w5_d320,777,train,0.9929610996689612,0.11056494857256834
17,[80|80|80|80|80],effn_w5_d320,777,val,1.3139982174104239,0.1180835481263881
17,[80|80|80|80|80],effn_w5_d320,777,test,1.307267850630973,0.1177271853590682
17,[80|80|80|80|80],effn_w5_d320,777,train,0.6893054938686776,0.08758852953721395
18,[80|80|80|80|80],effn_w5_d320,777,val,1.389429923509845,0.11844152857674974
18,[80|80|80|80|80],effn_w5_d320,777,test,1.3303212231788784,0.1169796568033496
18,[80|80|80|80|80],effn_w5_d320,777,train,0.7075453410889813,0.08788200963784978
25,[40|40|40|40|40],effn_w5_d320,777,val,2.3648267683266693,0.15169936573136839
25,[40|40|40|40|40],effn_w5_d320,777,test,2.4242329110569094,0.15346301403257429
25,[40|40|40|40|40],effn_w5_d320,777,train,1.9742117436311653,0.13792964436403082
22,[40|40|40|40|40],effn_w5_d320,777,val,2.239047270299867,0.15232146166049434
22,[40|40|40|40|40],effn_w5_d320,777,test,2.268024502597535,0.15486804737784302
22,[40|40|40|40|40],effn_w5_d320,777,train,1.7985731214008016,0.13595919706875934
21,[40|40|40|40|40],effn_w5_d320,777,val,2.1560438662744366,0.1499021565244258
21,[40|40|40|40|40],effn_w5_d320,777,test,2.155211175837573,0.14997260215083016
21,[40|40|40|40|40],effn_w5_d320,777,train,1.730630794533321,0.13383118885705272
15,[80|80|80|80],effn_w5_d320,777,val,1.0958751915922949,0.1112455586590424
15,[80|80|80|80],effn_w5_d320,777,test,1.100883131686666,0.11167280573012253
15,[80|80|80|80],effn_w5_d320,777,train,0.616299826410534,0.08532968355408677
21,[80|80|80|80|80],effn_w5_d320,777,val,1.624424898049898,0.12541352301400244
21,[80|80|80|80|80],effn_w5_d320,777,test,1.558905265880003,0.1231709332431503
21,[80|80|80|80|80],effn_w5_d320,777,train,0.7998376244671285,0.0896342364475935
17,[40|40|40],effn_w5_d320,777,val,1.9352793911093347,0.15083503019758465
17,[40|40|40],effn_w5_d320,777,test,1.844385679830827,0.1475316762982024
17,[40|40|40],effn_w5_d320,777,train,1.5699523947848657,0.1352721664367428
21,[40|40|40|40],effn_w5_d320,777,val,2.150531823507876,0.14937757377434663
21,[40|40|40|40],effn_w5_d320,777,test,2.157185542400173,0.1501667659971891
21,[40|40|40|40],effn_w5_d320,777,train,1.7199701918122263,0.13345968304517714
18,[40|40|40|40],effn_w5_d320,777,val,1.963382399828664,0.1485369621029527
18,[40|40|40|40],effn_w5_d320,777,test,1.9232393014379918,0.1474814717873663
18,[40|40|40|40],effn_w5_d320,777,train,1.5382607172232414,0.13172304854496475
20,[80|80|80],effn_w5_d320,777,val,1.5755394850142088,0.12693866457580322
20,[80|80|80],effn_w5_d320,777,test,1.5683217476321438,0.12593337560041132
20,[80|80|80],effn_w5_d320,777,train,0.9704220910968442,0.09971582940290367
20,[40|40|40|40],effn_w5_d320,777,val,2.123794101358343,0.15121074097106782
20,[40|40|40|40],effn_w5_d320,777,test,2.0425596769508134,0.14772437071178873
20,[40|40|40|40],effn_w5_d320,777,train,1.699643629997,0.13500961475746048
23,[40|40|40|40|40],effn_w5_d320,777,val,2.2422257805975816,0.14882710745653807
23,[40|40|40|40|40],effn_w5_d320,777,test,2.262627486031615,0.1494225044122752
23,[40|40|40|40|40],effn_w5_d320,777,train,1.8339019003980788,0.13460104331708847
14,[80|80|80|80],effn_w5_d320,777,val,1.0457364314785331,0.1100659641429644
14,[80|80|80|80],effn_w5_d320,777,test,1.0552458497783632,0.1101761473767182
14,[80|80|80|80],effn_w5_d320,777,train,0.5937238790352328,0.08584701017458109
24,[80|80|80|80|80],effn_w5_d320,777,val,1.8110147164204033,0.12980593212193153
24,[80|80|80|80|80],effn_w5_d320,777,test,1.8274851371883152,0.1307848174663505
24,[80|80|80|80|80],effn_w5_d320,777,train,0.9426990904483558,0.09451822276985877
15,[40|40|40|40],effn_w5_d320,777,val,1.4261618002437422,0.1303110461207908
15,[40|40|40|40],effn_w5_d320,777,test,1.4138530580028745,0.129604343920852
15,[40|40|40|40],effn_w5_d320,777,train,1.0951244733434669,0.11400555831110494
19,[40|40|40|40],effn_w5_d320,777,val,1.991022682743813,0.14857028251834514
19,[40|40|40|40],effn_w5_d320,777,test,2.0987957093236864,0.15257607936101822
19,[40|40|40|40],effn_w5_d320,777,train,1.665137727360747,0.13566202219151346
25,[40|40|40|40],effn_w5_d320,777,val,2.429915369657168,0.14977901274080088
25,[40|40|40|40],effn_w5_d320,777,test,2.4841175545991754,0.1520890215385477
25,[40|40|40|40],effn_w5_d320,777,train,2.0186929719135334,0.1368961192459787
16,[80|80|80|80|80],effn_w5_d320,777,val,1.1861120286880036,0.1131234264832251
16,[80|80|80|80|80],effn_w5_d320,777,test,1.2201670258041992,0.1136891206221535
16,[80|80|80|80|80],effn_w5_d320,777,train,0.6263482704669932,0.08483534344828435
21,[40|40|40],effn_w5_d320,777,val,2.268154943911534,0.15466599910404635
21,[40|40|40],effn_w5_d320,777,test,2.2737548682650996,0.1551652597785411
21,[40|40|40],effn_w5_d320,777,train,1.9467648415746366,0.14270280167436877
22,[80|80|80|80],effn_w5_d320,777,val,1.6221822178286565,0.12492273104961923
22,[80|80|80|80],effn_w5_d320,777,test,1.6557372867421065,0.1267516176397046
22,[80|80|80|80],effn_w5_d320,777,train,0.8977010327117955,0.09400483674918189
17,[80|80|80],effn_w5_d320,777,val,1.4512622556520194,0.12557816262299012
17,[80|80|80],effn_w5_d320,777,test,1.4087987134700102,0.12446550957321333
17,[80|80|80],effn_w5_d320,777,train,0.9498075872809085,0.10235115248505923
21,[80|80|80],effn_w5_d320,777,val,1.7564930299982222,0.13311247314649086
21,[80|80|80],effn_w5_d320,777,test,1.7456206193732429,0.13323529249351088
21,[80|80|80],effn_w5_d320,777,train,1.1328631638261104,0.10641601301187596
20,[80|80|80|80|80],effn_w5_d320,777,val,1.4947594449172563,0.1219957007229599
20,[80|80|80|80|80],effn_w5_d320,777,test,1.4689918502751436,0.12007362458392358
20,[80|80|80|80|80],effn_w5_d320,777,train,0.7892617592148177,0.09046350045415624
18,[80|80|80],effn_w5_d320,777,val,1.5115902590613484,0.12703542269330906
18,[80|80|80],effn_w5_d320,777,test,1.5124280941376351,0.127542443692446
18,[80|80|80],effn_w5_d320,777,train,0.9756122989299792,0.10252874990328811
