dataset_params.dim,model.hidden_dims,model,seed,set,MSE,MAPE
48,[40|40|40|40|40],effn_w5_d320,777,val,2.847994087305107,0.14248156062346684
48,[40|40|40|40|40],effn_w5_d320,777,test,2.8708855528137964,0.1433876312435145
48,[40|40|40|40|40],effn_w5_d320,777,train,2.5800696268592933,0.13540462159773178
43,[320|320|320|320|320],effn_w5_d320,777,val,2.383363125369223,0.1294614903543015
43,[320|320|320|320|320],effn_w5_d320,777,test,2.376421622113318,0.12972541612680258
43,[320|320|320|320|320],effn_w5_d320,777,train,0.1878966222472112,0.03854388196573787
47,[160|160|160|160|160],effn_w5_d320,777,val,2.7381668510739807,0.13856848773961877
47,[160|160|160|160|160],effn_w5_d320,777,test,2.795848940060902,0.14097353669852877
47,[160|160|160|160|160],effn_w5_d320,777,train,0.996575981968259,0.08453553047293298
46,[80|80|80|80|80],effn_w5_d320,777,val,2.9036902068299657,0.1453367322314582
46,[80|80|80|80|80],effn_w5_d320,777,test,2.905903323208966,0.14530034307402234
46,[80|80|80|80|80],effn_w5_d320,777,train,2.3047549470709026,0.1288831739154748
44,[160|160|160|160|160],effn_w5_d320,777,val,2.7499173469310363,0.13987859628624302
44,[160|160|160|160|160],effn_w5_d320,777,test,2.716011593089725,0.1389942748920284
44,[160|160|160|160|160],effn_w5_d320,777,train,0.8482161449807656,0.07925727436383352
43,[40|40|40|40|40],effn_w5_d320,777,val,2.8642762128309593,0.1460066535530495
43,[40|40|40|40|40],effn_w5_d320,777,test,2.8625844167151984,0.145971390474719
43,[40|40|40|40|40],effn_w5_d320,777,train,2.5644470922729203,0.13817222133877025
48,[80|80|80|80|80],effn_w5_d320,777,val,2.9347689836540054,0.14428549940232072
48,[80|80|80|80|80],effn_w5_d320,777,test,2.961865330972809,0.14483764717135447
48,[80|80|80|80|80],effn_w5_d320,777,train,2.227160116551519,0.12536074173743975
44,[80|80|80|80|80],effn_w5_d320,777,val,2.989040921819839,0.14849604472827863
44,[80|80|80|80|80],effn_w5_d320,777,test,2.9194342142667993,0.1469190794021158
44,[80|80|80|80|80],effn_w5_d320,777,train,2.308269153764289,0.13065622294794385
44,[320|320|320|320|320],effn_w5_d320,777,val,2.4284580474138404,0.1299882713170312
44,[320|320|320|320|320],effn_w5_d320,777,test,2.4203679504296733,0.1302601389061607
44,[320|320|320|320|320],effn_w5_d320,777,train,0.22111559608534323,0.04159662348459383
