dataset_params.dim,dataset_params.n_samples,model.hidden_dims,model,seed,set,MSE,MAPE
4,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.16660582243404756,0.06946124488134606
3,10000,[40|40|40|40|40],effn_w5_d320,777,val,0.3148560966240286,0.10060727805608499
3,10000,[40|40|40|40|40],effn_w5_d320,777,test,0.3005935169039874,0.099220866567294
3,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.2514813437994814,0.09302610014884656
9,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.728833117210588,0.103152913031005
9,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.6627440451550599,0.09847569489529999
9,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.14409004593218933,0.04960866146059071
11,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.533469401739994,0.1976760211883733
11,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.4025494719532037,0.19349213243614996
11,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.007975531674509,0.17515746611078598
6,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.3551545663846993,0.23540970704504
6,5000,[20|20|20|20|20],effn_w5_d320,777,test,2.3777446005077363,0.2398762751616
6,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.053436595823867,0.21963523712394545
7,10000,[20|20|20|20|20],effn_w5_d320,777,val,1.4891172427278911,0.1759670626177375
7,10000,[20|20|20|20|20],effn_w5_d320,777,test,1.5606322949284868,0.18136703525728
7,10000,[20|20|20|20|20],effn_w5_d320,777,train,1.172087141193167,0.15412127885860943
12,5000,[40|40|40|40|40],effn_w5_d320,777,val,2.733892968879879,0.19762937341595999
12,5000,[40|40|40|40|40],effn_w5_d320,777,test,2.9068492805818296,0.205701715778
12,5000,[40|40|40|40|40],effn_w5_d320,777,train,2.801488498726818,0.201439601121576
12,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.9740667896599428,0.11325323998023
12,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.969448283078758,0.1108520938449
12,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.04825059377250984,0.027071245280102
9,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.919838615549266,0.11703303266755
9,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.944185799678523,0.12032803988488
9,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.1596406709533281,0.053165075434967714
11,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.9612737649646854,0.11490094941417998
11,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.9752380773266339,0.10926583079988
11,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.05293639545233057,0.029403061181060286
6,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.7010876739214517,0.11773957433423
6,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.6811214970650371,0.1181197614832
6,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.21737107924806606,0.07112310988792486
1,10000,[40|40|40|40|40],effn_w5_d320,777,val,0.006872975397543082,0.04602838941696634
1,10000,[40|40|40|40|40],effn_w5_d320,777,test,0.008296483852419503,0.0475817957205044
1,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.008080800142278287,0.0492225193984825
11,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.90482052976704,0.10886314481814324
11,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.8687338675875647,0.10547205681216801
11,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.11523722767679086,0.04189948399970642
7,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.9422663892220478,0.13066394486410768
7,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.8669402873427323,0.1226397682164
7,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.3504676683143806,0.084323513958794
11,10000,[40|40|40|40|40],effn_w5_d320,777,val,1.6496550233820433,0.15304885264317103
11,10000,[40|40|40|40|40],effn_w5_d320,777,test,1.7468115831845803,0.15802650123772002
11,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.8426727469586677,0.11182625287665152
6,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.4927640846508779,0.09741779992995729
6,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.4818519058907176,0.0957757163439
6,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.18733092669984822,0.06299711885230594
2,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.14764459329338966,0.08116748303666001
2,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.12377778097990572,0.07286307814166
2,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.12445834210812973,0.07252568654040115
8,10000,[40|40|40|40|40],effn_w5_d320,777,val,1.1132111937864664,0.137377352039735
8,10000,[40|40|40|40|40],effn_w5_d320,777,test,1.2157891465111248,0.143991740861065
8,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.6368538968335183,0.10597244592009691
10,5000,[40|40|40|40|40],effn_w5_d320,777,val,2.658873864293513,0.2061956812127
10,5000,[40|40|40|40|40],effn_w5_d320,777,test,2.819516723751146,0.21036216563125998
10,5000,[40|40|40|40|40],effn_w5_d320,777,train,2.8509511101894662,0.21022870353239542
13,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.5326942555850274,0.13908112963018648
13,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.4319703635116967,0.136043907862189
13,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.38667244500036807,0.07302180380653468
5,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.5199548744628144,0.10608835697057199
5,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.46095883580010616,0.097795004820006
5,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.24155942603497493,0.07578557857813135
4,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.38211259708393897,0.0957528999642115
4,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.3511899127967504,0.09220145563014
4,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.21601774164509666,0.0761340998204863
15,10000,[320|320|320|320|320],effn_w5_d320,777,val,1.0522136507494495,0.10814723847768101
15,10000,[320|320|320|320|320],effn_w5_d320,777,test,1.0399474366651298,0.106224325165825
15,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.042640446509771085,0.023194827298896145
9,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.1023097405290176,0.19321711359194468
9,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.1236036350569343,0.19119940777021002
9,10000,[20|20|20|20|20],effn_w5_d320,777,train,1.7567701738100097,0.17576131623247615
6,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.5782531333501857,0.104209366317515
6,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.5240905740840246,0.10077241449253402
6,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.23494429506485773,0.07151062557879771
5,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.648874696343842,0.12770264898181
5,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.7107587532189729,0.12582672504514
5,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.3167643923728448,0.09068712204754921
8,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.7008143591660487,0.22862583379714999
8,5000,[20|20|20|20|20],effn_w5_d320,777,test,2.513624123777652,0.2237082994806
8,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.3616666787039136,0.21375237063492628
3,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.2966876394850343,0.091903591275135
3,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.2535152621349106,0.08528036608451402
3,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.20909638660719718,0.08059296838148813
10,10000,[40|40|40|40|40],effn_w5_d320,777,val,1.2971896277482666,0.1431207967249205
10,10000,[40|40|40|40|40],effn_w5_d320,777,test,1.4410088714076565,0.148164908565316
10,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.7235356814881387,0.10569555010808342
8,5000,[80|80|80|80|80],effn_w5_d320,777,val,1.0425043471197752,0.13053938132764
8,5000,[80|80|80|80|80],effn_w5_d320,777,test,1.061697150632074,0.1327763894578
8,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.32863507564067873,0.07875700418416084
15,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.7615827158904,0.1853270930419
15,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.715156756076014,0.18108019341251
15,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.9099122713745973,0.18998795403572571
12,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.8854478899594196,0.203004304638165
12,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.90583551795097,0.20422245232611
12,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.834202442430994,0.2012627503072963
4,10000,[20|20|20|20|20],effn_w5_d320,777,val,0.7391904234560501,0.14576303861139
4,10000,[20|20|20|20|20],effn_w5_d320,777,test,0.6915843967408702,0.14439714534717002
4,10000,[20|20|20|20|20],effn_w5_d320,777,train,0.5833537606545003,0.13443434522041514
10,5000,[80|80|80|80|80],effn_w5_d320,777,val,2.4440188340812745,0.1981738857992
10,5000,[80|80|80|80|80],effn_w5_d320,777,test,2.5914644917311502,0.20111590721216402
10,5000,[80|80|80|80|80],effn_w5_d320,777,train,2.3431482482225587,0.19090704757166
14,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.9268357591895002,0.19526299750488801
14,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.7579922204429272,0.1889115666055
14,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.895023102945407,0.19395616430644344
9,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.0646622845939442,0.127168602718705
9,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.0876353546965412,0.12747785291126998
9,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.4247826692520691,0.08430953825227029
20,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.878881179071395,0.13725398806650999
20,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.7738829381854027,0.13434768604387698
20,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.1415468158566934,0.040654365014639614
9,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.8799147839709108,0.11353026994924
9,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.785452259930142,0.10883804380435001
9,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.23045619626188837,0.06262601491879892
11,5000,[160|160|160|160|160],effn_w5_d320,777,val,1.154506143836697,0.12491292829803
11,5000,[160|160|160|160|160],effn_w5_d320,777,test,1.1356378096148245,0.11894718051672001
11,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.13866120194505369,0.046598298695749635
6,5000,[40|40|40|40|40],effn_w5_d320,777,val,0.971797494510108,0.14335883600781948
6,5000,[40|40|40|40|40],effn_w5_d320,777,test,1.0176543322420724,0.14929640697722601
6,5000,[40|40|40|40|40],effn_w5_d320,777,train,0.49616667963802724,0.10740916642442228
18,10000,[40|40|40|40|40],effn_w5_d320,777,val,2.8092636717226833,0.17630296041079502
18,10000,[40|40|40|40|40],effn_w5_d320,777,test,2.8738927728664594,0.18116447912622
18,10000,[40|40|40|40|40],effn_w5_d320,777,train,1.9199992321621981,0.14675754580040046
4,10000,[40|40|40|40|40],effn_w5_d320,777,val,0.501580100700419,0.1156605644693
4,10000,[40|40|40|40|40],effn_w5_d320,777,test,0.4727320196888296,0.11186931401314
4,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.35864795089177864,0.10123500715552036
9,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.8527376101652897,0.11227267104973
9,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.7744016625539321,0.1088128563785
9,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.08180308006646182,0.038978948128889995
1,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.01236311461058593,0.06729229634755299
1,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.01218905251828463,0.062741332338304
1,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.011905904623345146,0.0645551452207395
18,10000,[80|80|80|80|80],effn_w5_d320,777,val,2.2453377466272793,0.156176756582488
18,10000,[80|80|80|80|80],effn_w5_d320,777,test,2.134492378626282,0.14920958958166
18,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.6997133749086838,0.08890964636497964
2,10000,[40|40|40|40|40],effn_w5_d320,777,val,0.11001675962832748,0.06828338091101699
2,10000,[40|40|40|40|40],effn_w5_d320,777,test,0.1115024336295813,0.06546106912333399
2,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.09025229180185722,0.060870993876193
10,5000,[20|20|20|20|20],effn_w5_d320,777,val,2.671705594334512,0.20684840375095997
10,5000,[20|20|20|20|20],effn_w5_d320,777,test,2.8304815953153213,0.21051359247848
10,5000,[20|20|20|20|20],effn_w5_d320,777,train,2.871035466560931,0.21110529554040572
2,5000,[40|40|40|40|40],effn_w5_d320,777,val,0.16879098346625176,0.09555401845169999
2,5000,[40|40|40|40|40],effn_w5_d320,777,test,0.1606679666023656,0.09069617546188
2,5000,[40|40|40|40|40],effn_w5_d320,777,train,0.15345385954660157,0.08784967467522058
7,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.6830584846249103,0.107211380563634
7,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.5974846582570533,0.10405987099972
7,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.14024823395130753,0.05285810786848057
1,5000,[320|320|320|320|320],effn_w5_d320,777,val,0.008522370373646268,0.045890414392978994
1,5000,[320|320|320|320|320],effn_w5_d320,777,test,0.006199094743417074,0.041482921736580004
1,5000,[320|320|320|320|320],effn_w5_d320,777,train,0.0061647757580161255,0.04065234425667372
6,10000,[80|80|80|80|80],effn_w5_d320,777,val,0.6798959088445089,0.11392307229463
6,10000,[80|80|80|80|80],effn_w5_d320,777,test,0.6097074414294825,0.11080304997014
6,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.34347878142275035,0.08718852560251629
10,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.1004948528914447,0.12559418280786197
10,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.0838002715296138,0.124532803751929
10,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.4223449751060521,0.08211764996279372
3,5000,[20|20|20|20|20],effn_w5_d320,777,val,0.47845459577078875,0.13997549273343998
3,5000,[20|20|20|20|20],effn_w5_d320,777,test,0.4910554913288665,0.13280238416242
3,5000,[20|20|20|20|20],effn_w5_d320,777,train,0.34971424570242243,0.12474260313005285
12,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.442596403609663,0.13528758496579738
12,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.3883272278696936,0.13031348644388002
12,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.3967332506116627,0.0760331005205337
3,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.23427623383587245,0.07877721048482
3,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.2100316423978449,0.07524715234372
3,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.15002955718172895,0.06834632768817529
6,10000,[20|20|20|20|20],effn_w5_d320,777,val,1.251489696151661,0.16648201629593598
6,10000,[20|20|20|20|20],effn_w5_d320,777,test,1.1500338739501772,0.16243147590571003
6,10000,[20|20|20|20|20],effn_w5_d320,777,train,0.9672384489106923,0.14708366376399143
20,10000,[40|40|40|40|40],effn_w5_d320,777,val,2.808347150684723,0.172455368055005
20,10000,[40|40|40|40|40],effn_w5_d320,777,test,2.672501140287317,0.17269520645697
20,10000,[40|40|40|40|40],effn_w5_d320,777,train,2.7250923068286546,0.17115597380714254
7,10000,[160|160|160|160|160],effn_w5_d320,777,val,0.678592000838004,0.109079663321082
7,10000,[160|160|160|160|160],effn_w5_d320,777,test,0.660179149687473,0.10687095084394
7,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.2333236634660486,0.06735056215588042
13,10000,[20|20|20|20|20],effn_w5_d320,777,val,3.020478057266139,0.20260347904280002
13,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.860440605659736,0.20080305720587
13,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.781610741296615,0.1940143421500257
16,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.3785988221519765,0.12424683339665074
16,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.7204218265677977,0.136047958701835
16,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.15316275647230895,0.044491266583177286
12,5000,[160|160|160|160|160],effn_w5_d320,777,val,1.1170962694172903,0.12223537410512
12,5000,[160|160|160|160|160],effn_w5_d320,777,test,1.1206192131883914,0.12532338374532
12,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.14665456388717588,0.04683683208057885
1,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.0115751653784265,0.058671150183172004
1,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.008457435507034834,0.05499936487521
1,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.009690589529531576,0.055420736789109144
2,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.051474919253363755,0.043740202111796
2,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.05471528357022798,0.04114544885284001
2,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.030457882950324117,0.03659790893846373
18,10000,[20|20|20|20|20],effn_w5_d320,777,val,2.8941545871385848,0.17845939142481002
18,10000,[20|20|20|20|20],effn_w5_d320,777,test,2.8398394243530083,0.17951504955971
18,10000,[20|20|20|20|20],effn_w5_d320,777,train,2.80216738230926,0.17772489416711043
17,10000,[80|80|80|80|80],effn_w5_d320,777,val,1.8832959628224486,0.14602194267301002
17,10000,[80|80|80|80|80],effn_w5_d320,777,test,1.846612904712017,0.14547228030644999
17,10000,[80|80|80|80|80],effn_w5_d320,777,train,0.5600874665090695,0.08073567091517615
4,10000,[320|320|320|320|320],effn_w5_d320,777,val,0.3834721236009781,0.0955043938250065
4,10000,[320|320|320|320|320],effn_w5_d320,777,test,0.3307333173053055,0.09020532597520001
4,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.20572445145575072,0.0748833188978857
12,10000,[40|40|40|40|40],effn_w5_d320,777,val,1.8157187818144138,0.15577499289882502
12,10000,[40|40|40|40|40],effn_w5_d320,777,test,1.758428180064542,0.15310019511660003
12,10000,[40|40|40|40|40],effn_w5_d320,777,train,1.1407957864903875,0.12512377440730915
5,5000,[40|40|40|40|40],effn_w5_d320,777,val,0.6867200821236659,0.13025813338197
5,5000,[40|40|40|40|40],effn_w5_d320,777,test,0.8306116446073225,0.13650806757532002
5,5000,[40|40|40|40|40],effn_w5_d320,777,train,0.39703306238547414,0.10098679767518687
14,10000,[160|160|160|160|160],effn_w5_d320,777,val,1.3268812481784535,0.124252082371143
14,10000,[160|160|160|160|160],effn_w5_d320,777,test,1.286794442195163,0.12485748368216999
14,10000,[160|160|160|160|160],effn_w5_d320,777,train,0.14676385318046473,0.04505029921253543
19,10000,[80|80|80|80|80],effn_w5_d320,777,val,2.879622468455202,0.1791313464785125
19,10000,[80|80|80|80|80],effn_w5_d320,777,test,2.9165708307978995,0.18083582696390998
19,10000,[80|80|80|80|80],effn_w5_d320,777,train,2.793788491303867,0.17614995543471632
3,5000,[40|40|40|40|40],effn_w5_d320,777,val,0.3538124730420183,0.11596311271945
3,5000,[40|40|40|40|40],effn_w5_d320,777,test,0.41939228509872156,0.11563001264153999
3,5000,[40|40|40|40|40],effn_w5_d320,777,train,0.257518601984784,0.10302604313036114
17,10000,[320|320|320|320|320],effn_w5_d320,777,val,1.2415777430565118,0.11481714971195649
17,10000,[320|320|320|320|320],effn_w5_d320,777,test,1.2879255284241469,0.11792652756702
17,10000,[320|320|320|320|320],effn_w5_d320,777,train,0.027319671442487318,0.018362805329152087
6,10000,[40|40|40|40|40],effn_w5_d320,777,val,0.8605524379913895,0.13195462826931
6,10000,[40|40|40|40|40],effn_w5_d320,777,test,0.833328940907317,0.127631575574252
6,10000,[40|40|40|40|40],effn_w5_d320,777,train,0.5387536184646977,0.1083021407501495
3,5000,[160|160|160|160|160],effn_w5_d320,777,val,0.2926909165897852,0.09929298553938701
3,5000,[160|160|160|160|160],effn_w5_d320,777,test,0.3367174961509003,0.09819581405111999
3,5000,[160|160|160|160|160],effn_w5_d320,777,train,0.1871883580682609,0.08336314070772
6,5000,[80|80|80|80|80],effn_w5_d320,777,val,0.8532589612169373,0.13190739259199
6,5000,[80|80|80|80|80],effn_w5_d320,777,test,0.7981394370384928,0.12668174499822
6,5000,[80|80|80|80|80],effn_w5_d320,777,train,0.33146262462273196,0.08750793113022144
9,5000,[40|40|40|40|40],effn_w5_d320,777,val,2.5277028390435463,0.21108480676535002
9,5000,[40|40|40|40|40],effn_w5_d320,777,test,2.372429969989942,0.20465563819369997
