dataset_params.dim,model.hidden_dims,model,seed,set,MSE,MAPE
50,[40|40|40|40|40],effn_w5_d320,777,val,2.774734949682072,0.13890739113677522
50,[40|40|40|40|40],effn_w5_d320,777,test,2.826161154327537,0.14073223125427678
50,[40|40|40|40|40],effn_w5_d320,777,train,2.77536266512728,0.13910231985590452
49,[320|320|320|320|320],effn_w5_d320,777,val,2.6502031119023006,0.13446157825183389
49,[320|320|320|320|320],effn_w5_d320,777,test,2.6128384716310764,0.13330046942378382
49,[320|320|320|320|320],effn_w5_d320,777,train,0.23685463358103917,0.042043424483119304
51,[320|320|320|320|320],effn_w5_d320,777,val,2.7034065935273195,0.13460935286133946
51,[320|320|320|320|320],effn_w5_d320,777,test,2.7072516398148108,0.1341928007659181
51,[320|320|320|320|320],effn_w5_d320,777,train,0.27323169854022383,0.04480891966640545
49,[160|160|160|160|160],effn_w5_d320,777,val,2.893114745069485,0.14194206756892794
49,[160|160|160|160|160],effn_w5_d320,777,test,2.9164895066043517,0.14242271967431
49,[160|160|160|160|160],effn_w5_d320,777,train,1.1262273384260097,0.08958609195272939
51,[80|80|80|80|80],effn_w5_d320,777,val,3.033391513374134,0.14502120330514215
51,[80|80|80|80|80],effn_w5_d320,777,test,3.0562337944368774,0.1455715582239139
51,[80|80|80|80|80],effn_w5_d320,777,train,2.2249216874556565,0.12392658147412998
51,[20|20|20|20|20],effn_w5_d320,777,val,2.8346260723821652,0.14022672343718162
51,[20|20|20|20|20],effn_w5_d320,777,test,2.7961981503464037,0.139034184126853
51,[20|20|20|20|20],effn_w5_d320,777,train,2.809940575824893,0.13938819705399186
52,[20|20|20|20|20],effn_w5_d320,777,val,2.813800209105781,0.13910981483201484
52,[20|20|20|20|20],effn_w5_d320,777,test,2.741141871673744,0.1371885698193739
52,[20|20|20|20|20],effn_w5_d320,777,train,2.806320039931536,0.1387845199625936
51,[40|40|40|40|40],effn_w5_d320,777,val,2.9091105912364963,0.14205727117796338
51,[40|40|40|40|40],effn_w5_d320,777,test,2.8748566084745653,0.1415671056416404
51,[40|40|40|40|40],effn_w5_d320,777,train,2.5846111701515406,0.1334192242389046
52,[40|40|40|40|40],effn_w5_d320,777,val,2.8544357856793634,0.14017617516821199
52,[40|40|40|40|40],effn_w5_d320,777,test,2.8065435593411214,0.139218895144109
52,[40|40|40|40|40],effn_w5_d320,777,train,2.6445207681164766,0.1347566881822487
52,[80|80|80|80|80],effn_w5_d320,777,val,2.995955011128357,0.1441566575776229
52,[80|80|80|80|80],effn_w5_d320,777,test,2.924078625567672,0.1418733013480866
52,[80|80|80|80|80],effn_w5_d320,777,train,2.3189396275236454,0.1263010620702597
49,[80|80|80|80|80],effn_w5_d320,777,val,2.822759793036887,0.14069768022147613
49,[80|80|80|80|80],effn_w5_d320,777,test,2.8607936551833855,0.1419632720906645
49,[80|80|80|80|80],effn_w5_d320,777,train,2.7899590805113013,0.14027597620053822
52,[320|320|320|320|320],effn_w5_d320,777,val,2.851316578899518,0.1372876584194611
52,[320|320|320|320|320],effn_w5_d320,777,test,2.792153663141643,0.13668847229230638
52,[320|320|320|320|320],effn_w5_d320,777,train,0.234388008849845,0.04129413447877956
50,[160|160|160|160|160],effn_w5_d320,777,val,3.0532709284775437,0.14529270724312565
50,[160|160|160|160|160],effn_w5_d320,777,test,3.0195806484792516,0.145114751947572
50,[160|160|160|160|160],effn_w5_d320,777,train,1.3002021295821105,0.09538598801888354
52,[160|160|160|160|160],effn_w5_d320,777,val,3.1696185535813295,0.14646973944058655
52,[160|160|160|160|160],effn_w5_d320,777,test,3.1450688760461976,0.1466736829041171
52,[160|160|160|160|160],effn_w5_d320,777,train,1.3204745472125992,0.09561229335685874
51,[160|160|160|160|160],effn_w5_d320,777,val,3.137354201051296,0.14710265624092256
51,[160|160|160|160|160],effn_w5_d320,777,test,3.1380201616357097,0.14661352388852308
51,[160|160|160|160|160],effn_w5_d320,777,train,1.3073924945844044,0.09560427115771526
49,[40|40|40|40|40],effn_w5_d320,777,val,2.889384855239215,0.14259325003029336
49,[40|40|40|40|40],effn_w5_d320,777,test,2.9129885414348933,0.14341859544683638
49,[40|40|40|40|40],effn_w5_d320,777,train,2.606129671787666,0.13578345171366396
50,[320|320|320|320|320],effn_w5_d320,777,val,2.7211179948175186,0.13510052103656475
50,[320|320|320|320|320],effn_w5_d320,777,test,2.791541761545069,0.13652046814540741
50,[320|320|320|320|320],effn_w5_d320,777,train,0.20392621999811558,0.038884095060117085
50,[20|20|20|20|20],effn_w5_d320,777,val,2.77324310752117,0.13878545618566535
50,[20|20|20|20|20],effn_w5_d320,777,test,2.8263851650052594,0.14070106459394738
50,[20|20|20|20|20],effn_w5_d320,777,train,2.8128367264491727,0.13994643694582823
50,[80|80|80|80|80],effn_w5_d320,777,val,3.023967876993898,0.1446200715972616
50,[80|80|80|80|80],effn_w5_d320,777,test,3.04216111982785,0.1458611996453715
50,[80|80|80|80|80],effn_w5_d320,777,train,2.230719474957057,0.12445324233605103
49,[20|20|20|20|20],effn_w5_d320,777,val,2.8243380566555243,0.14074912384701027
49,[20|20|20|20|20],effn_w5_d320,777,test,2.862897931251809,0.14206487202957077
49,[20|20|20|20|20],effn_w5_d320,777,train,2.797529574181997,0.14049734562306365
