dataset_params.dim,model.hidden_dims,model,seed,set,MSE,MAPE
64,[40|40|40|40|40],effn_w5_d320,777,val,2.8301935419138884,0.13445195264457524
64,[40|40|40|40|40],effn_w5_d320,777,test,2.7661542944860567,0.1325163290690696
64,[40|40|40|40|40],effn_w5_d320,777,train,2.7955909105170473,0.13271855115992826
32,[40|40|40|40|40],effn_w5_d320,777,val,2.812829542827098,0.1549047788546422
32,[40|40|40|40|40],effn_w5_d320,777,test,2.77538635093001,0.15304764222206818
32,[40|40|40|40|40],effn_w5_d320,777,train,2.429726166969473,0.1439510627878448
26,[10|10|10|10|10],effn_w5_d320,777,val,2.8317291157487454,0.163410123984985
26,[10|10|10|10|10],effn_w5_d320,777,test,2.8414648758300434,0.16290110450672476
26,[10|10|10|10|10],effn_w5_d320,777,train,2.811963113125592,0.16262707258235343
30,[20|20|20|20|20],effn_w5_d320,777,val,2.8228361402122033,0.15715049262438116
30,[20|20|20|20|20],effn_w5_d320,777,test,2.8433618151923112,0.15886223412406658
30,[20|20|20|20|20],effn_w5_d320,777,train,2.7178118243577836,0.15425767560494819
256,[40|40|40|40|40],effn_w5_d320,777,val,2.7801145153877544,0.103626991592947
256,[40|40|40|40|40],effn_w5_d320,777,test,2.8123714866033502,0.104252445237786
256,[40|40|40|40|40],effn_w5_d320,777,train,2.7772496454659086,0.10334831925232428
30,[320|320|320|320|320],effn_w5_d320,777,val,1.7148421719005458,0.11684926189781489
30,[320|320|320|320|320],effn_w5_d320,777,test,1.6705185858918896,0.11473262164233966
30,[320|320|320|320|320],effn_w5_d320,777,train,0.14644886512897048,0.03670186004544433
64,[80|80|80|80|80],effn_w5_d320,777,val,3.1134546050768845,0.14064690155761012
64,[80|80|80|80|80],effn_w5_d320,777,test,3.064016165709126,0.13890154933419027
64,[80|80|80|80|80],effn_w5_d320,777,train,2.2777122944498878,0.11936086269069571
256,[80|80|80|80|80],effn_w5_d320,777,val,2.780062174815134,0.10363474669747436
256,[80|80|80|80|80],effn_w5_d320,777,test,2.812589924129231,0.1042646742434202
256,[80|80|80|80|80],effn_w5_d320,777,train,2.7771030745892133,0.1033528632063119
29,[5|5|5|5|5],effn_w5_d320,777,val,2.788287705025488,0.15732998700008602
29,[5|5|5|5|5],effn_w5_d320,777,test,2.7955304175877025,0.15864760600527894
29,[5|5|5|5|5],effn_w5_d320,777,train,2.7987296779557154,0.1578159570975668
28,[80|80|80|80|80],effn_w5_d320,777,val,2.0254599349821865,0.13346921310955945
28,[80|80|80|80|80],effn_w5_d320,777,test,2.016070329402839,0.13221861674173002
28,[80|80|80|80|80],effn_w5_d320,777,train,1.0218698751996993,0.09526498070540294
32,[20|20|20|20|20],effn_w5_d320,777,val,2.8301692297695342,0.15517847568185675
32,[20|20|20|20|20],effn_w5_d320,777,test,2.7786714347893247,0.1529722343879302
32,[20|20|20|20|20],effn_w5_d320,777,train,2.6417177037246122,0.15001296549179044
27,[80|80|80|80|80],effn_w5_d320,777,val,2.028970647491735,0.1332629176355325
27,[80|80|80|80|80],effn_w5_d320,777,test,1.956665009012141,0.13178725095041433
27,[80|80|80|80|80],effn_w5_d320,777,train,0.984086139742452,0.09409391117018011
26,[20|20|20|20|20],effn_w5_d320,777,val,2.8001976641954123,0.1618501588021539
26,[20|20|20|20|20],effn_w5_d320,777,test,2.798821922795732,0.16082478966646002
26,[20|20|20|20|20],effn_w5_d320,777,train,2.662092716393191,0.157666783594399
31,[80|80|80|80|80],effn_w5_d320,777,val,2.2081934518026203,0.13627582478969202
31,[80|80|80|80|80],effn_w5_d320,777,test,2.2630584963257405,0.1380169170600099
31,[80|80|80|80|80],effn_w5_d320,777,train,1.160502444234074,0.09922670335376857
30,[10|10|10|10|10],effn_w5_d320,777,val,2.8233139934224747,0.15672997726774704
30,[10|10|10|10|10],effn_w5_d320,777,test,2.861843789756138,0.15892088145614472
30,[10|10|10|10|10],effn_w5_d320,777,train,2.7939885375785543,0.15605088109821597
27,[40|40|40|40|40],effn_w5_d320,777,val,2.414905937594866,0.148785420778167
27,[40|40|40|40|40],effn_w5_d320,777,test,2.367294293963788,0.1480902918079551
27,[40|40|40|40|40],effn_w5_d320,777,train,1.9862768436510407,0.13480983898423654
64,[320|320|320|320|320],effn_w5_d320,777,val,3.5397353874434345,0.14620757030132467
64,[320|320|320|320|320],effn_w5_d320,777,test,3.5320439582647123,0.146082646590476
64,[320|320|320|320|320],effn_w5_d320,777,train,0.33808090130319585,0.047349254928074756
28,[20|20|20|20|20],effn_w5_d320,777,val,2.834734103669039,0.16058727885148433
28,[20|20|20|20|20],effn_w5_d320,777,test,2.7864593825849675,0.1594321898633438
28,[20|20|20|20|20],effn_w5_d320,777,train,2.692103049227887,0.15673878158446833
27,[10|10|10|10|10],effn_w5_d320,777,val,2.815985992894942,0.16117632283100336
27,[10|10|10|10|10],effn_w5_d320,777,test,2.795882669495129,0.1606849844863997
27,[10|10|10|10|10],effn_w5_d320,777,train,2.7966865022627267,0.16050950495256772
30,[160|160|160|160|160],effn_w5_d320,777,val,1.9360144075023042,0.12562565607230355
30,[160|160|160|160|160],effn_w5_d320,777,test,1.9059699568739576,0.12526311989651417
30,[160|160|160|160|160],effn_w5_d320,777,train,0.5229745208269693,0.06782223049087258
128,[20|20|20|20|20],effn_w5_d320,777,val,2.8058927615030456,0.11674992569896699
128,[20|20|20|20|20],effn_w5_d320,777,test,2.805416575485469,0.1167275605328269
128,[20|20|20|20|20],effn_w5_d320,777,train,2.814174301636277,0.11662077965988905
29,[320|320|320|320|320],effn_w5_d320,777,val,1.6869423480106842,0.1169964878179888
29,[320|320|320|320|320],effn_w5_d320,777,test,1.7291471048898652,0.11908691653510821
29,[320|320|320|320|320],effn_w5_d320,777,train,0.13750784415289993,0.03583280999653345
29,[40|40|40|40|40],effn_w5_d320,777,val,2.736666546198912,0.15654785916902375
29,[40|40|40|40|40],effn_w5_d320,777,test,2.723591628988901,0.15702474115082501
29,[40|40|40|40|40],effn_w5_d320,777,train,2.3421438408021586,0.14417936910905982
28,[320|320|320|320|320],effn_w5_d320,777,val,1.602212046434252,0.11401363084198622
28,[320|320|320|320|320],effn_w5_d320,777,test,1.6064447951967253,0.114049337519201
28,[320|320|320|320|320],effn_w5_d320,777,train,0.13028103012536946,0.03516361496771182
128,[160|160|160|160|160],effn_w5_d320,777,val,2.807707492212071,0.11678635330285006
128,[160|160|160|160|160],effn_w5_d320,777,test,2.804213064898337,0.11669804489200615
128,[160|160|160|160|160],effn_w5_d320,777,train,2.80744416822228,0.11647257664291971
27,[160|160|160|160|160],effn_w5_d320,777,val,1.7807647780323759,0.12270365211243811
27,[160|160|160|160|160],effn_w5_d320,777,test,1.732398206192497,0.1216821728157825
27,[160|160|160|160|160],effn_w5_d320,777,train,0.42232043994117585,0.06275710644996585
256,[160|160|160|160|160],effn_w5_d320,777,val,2.780165740470829,0.10362870118651467
256,[160|160|160|160|160],effn_w5_d320,777,test,2.8123367268379296,0.10425198521669188
256,[160|160|160|160|160],effn_w5_d320,777,train,2.7768215467239727,0.10334124766518382
31,[320|320|320|320|320],effn_w5_d320,777,val,1.7200640889464467,0.11593694486215049
31,[320|320|320|320|320],effn_w5_d320,777,test,1.7079137921780665,0.11582943397621795
31,[320|320|320|320|320],effn_w5_d320,777,train,0.17674956448377876,0.03986714605629847
29,[80|80|80|80|80],effn_w5_d320,777,val,2.134010296541507,0.1349285927968314
29,[80|80|80|80|80],effn_w5_d320,777,test,2.1402220671007317,0.1357217912876094
29,[80|80|80|80|80],effn_w5_d320,777,train,1.073031100985398,0.09664383995569716
26,[320|320|320|320|320],effn_w5_d320,777,val,1.507229950644543,0.11316213412340059
26,[320|320|320|320|320],effn_w5_d320,777,test,1.57355491004899,0.11487210103472248
26,[320|320|320|320|320],effn_w5_d320,777,train,0.10668203666646593,0.032337896052585746
256,[5|5|5|5|5],effn_w5_d320,777,val,2.7800783740703383,0.103628854956116
256,[5|5|5|5|5],effn_w5_d320,777,test,2.8124763513321107,0.10425682441240298
256,[5|5|5|5|5],effn_w5_d320,777,train,2.77728276325465,0.10335131771105027
32,[80|80|80|80|80],effn_w5_d320,777,val,2.3095413861615084,0.13857394335492904
32,[80|80|80|80|80],effn_w5_d320,777,test,2.3052819870263246,0.13806091077862362
32,[80|80|80|80|80],effn_w5_d320,777,train,1.188946613281523,0.09987057779883411
27,[20|20|20|20|20],effn_w5_d320,777,val,2.787595174042666,0.16020154017959667
27,[20|20|20|20|20],effn_w5_d320,777,test,2.737752538741771,0.15891907500980978
27,[20|20|20|20|20],effn_w5_d320,777,train,2.6286453597783126,0.15530566548832786
64,[160|160|160|160|160],effn_w5_d320,777,val,3.5622396227818593,0.14914218220070208
64,[160|160|160|160|160],effn_w5_d320,777,test,3.518117558372428,0.1476861639534079
64,[160|160|160|160|160],effn_w5_d320,777,train,1.474980046483151,0.09741752637693035
28,[5|5|5|5|5],effn_w5_d320,777,val,2.862501232211267,0.1609948585537149
28,[5|5|5|5|5],effn_w5_d320,777,test,2.8307066674138572,0.1604181659073091
28,[5|5|5|5|5],effn_w5_d320,777,train,2.8104240619634377,0.15982137053851697
31,[10|10|10|10|10],effn_w5_d320,777,val,2.7949256911845346,0.15529842340544292
31,[10|10|10|10|10],effn_w5_d320,777,test,2.7921676369141983,0.1553659433271427
31,[10|10|10|10|10],effn_w5_d320,777,train,2.803850656396999,0.15559353396295988
30,[80|80|80|80|80],effn_w5_d320,777,val,2.213380399358472,0.13758459417676028
30,[80|80|80|80|80],effn_w5_d320,777,test,2.1422467001578394,0.13528164577722465
30,[80|80|80|80|80],effn_w5_d320,777,train,1.121929199051002,0.09815385357098708
128,[10|10|10|10|10],effn_w5_d320,777,val,2.8058177823353008,0.11675315028811602
128,[10|10|10|10|10],effn_w5_d320,777,test,2.805444515450965,0.11673373325228899
128,[10|10|10|10|10],effn_w5_d320,777,train,2.8141930807683497,0.1166260162847823
32,[10|10|10|10|10],effn_w5_d320,777,val,2.8379052346605436,0.15537201334301703
32,[10|10|10|10|10],effn_w5_d320,777,test,2.77427470805153,0.1527352498427515
32,[10|10|10|10|10],effn_w5_d320,777,train,2.7769940549896233,0.15379028065500494
32,[5|5|5|5|5],effn_w5_d320,777,val,2.839180494688056,0.15543625930555152
32,[5|5|5|5|5],effn_w5_d320,777,test,2.773811090394631,0.15276264317387558
32,[5|5|5|5|5],effn_w5_d320,777,train,2.78146575451069,0.1539560434988955
30,[40|40|40|40|40],effn_w5_d320,777,val,2.7380461672438314,0.15466884577108053
30,[40|40|40|40|40],effn_w5_d320,777,test,2.725049089282965,0.15501618745302712
30,[40|40|40|40|40],effn_w5_d320,777,train,2.3432792880960185,0.14309216819543186
29,[160|160|160|160|160],effn_w5_d320,777,val,1.898223937270222,0.1255925144623539
29,[160|160|160|160|160],effn_w5_d320,777,test,1.9020233347868125,0.1262683040352513
29,[160|160|160|160|160],effn_w5_d320,777,train,0.5231798508382768,0.06850039577494788
29,[10|10|10|10|10],effn_w5_d320,777,val,2.787676010352107,0.15731781683401325
29,[10|10|10|10|10],effn_w5_d320,777,test,2.7946540036327483,0.15863336168324257
29,[10|10|10|10|10],effn_w5_d320,777,train,2.797436791704837,0.1577844761415265
28,[10|10|10|10|10],effn_w5_d320,777,val,2.849729317265243,0.16052896550697543
28,[10|10|10|10|10],effn_w5_d320,777,test,2.814786958062456,0.16003234309968278
28,[10|10|10|10|10],effn_w5_d320,777,train,2.735105817166313,0.15750221505088408
29,[20|20|20|20|20],effn_w5_d320,777,val,2.778831066666652,0.15746890319688586
29,[20|20|20|20|20],effn_w5_d320,777,test,2.786558891923438,0.15878634987710588
29,[20|20|20|20|20],effn_w5_d320,777,train,2.749467745213038,0.1567737225894305
31,[5|5|5|5|5],effn_w5_d320,777,val,2.7897830348937003,0.1553332608345193
31,[5|5|5|5|5],effn_w5_d320,777,test,2.7913899965541424,0.15544010306898995
31,[5|5|5|5|5],effn_w5_d320,777,train,2.792037067586739,0.1553572996909848
26,[80|80|80|80|80],effn_w5_d320,777,val,1.9351047246637234,0.13219414276625716
26,[80|80|80|80|80],effn_w5_d320,777,test,1.9354558109598874,0.1315198675318788
26,[80|80|80|80|80],effn_w5_d320,777,train,0.9774015385081493,0.09467553234591275
128,[5|5|5|5|5],effn_w5_d320,777,val,2.8057897744569784,0.116754533325139
128,[5|5|5|5|5],effn_w5_d320,777,test,2.805462276715057,0.116736298683107
128,[5|5|5|5|5],effn_w5_d320,777,train,2.8141949241114745,0.1166282695966753
31,[40|40|40|40|40],effn_w5_d320,777,val,2.7694433741138353,0.15539335965582146
31,[40|40|40|40|40],effn_w5_d320,777,test,2.743431671652306,0.1548441410902392
31,[40|40|40|40|40],effn_w5_d320,777,train,2.459409965528468,0.14592897033591304
30,[5|5|5|5|5],effn_w5_d320,777,val,2.8245552835481753,0.1567801200600147
30,[5|5|5|5|5],effn_w5_d320,777,test,2.8619805417511945,0.15899828400506238
30,[5|5|5|5|5],effn_w5_d320,777,train,2.7965419380568877,0.1561380948903746
27,[5|5|5|5|5],effn_w5_d320,777,val,2.8167206845662514,0.1612097020128145
27,[5|5|5|5|5],effn_w5_d320,777,test,2.79883026911633,0.16060764816672798
27,[5|5|5|5|5],effn_w5_d320,777,train,2.8172873607597997,0.16105333619561896
31,[160|160|160|160|160],effn_w5_d320,777,val,1.990618539665723,0.1268937534690423
31,[160|160|160|160|160],effn_w5_d320,777,test,2.0210677444386804,0.12744857307279958
31,[160|160|160|160|160],effn_w5_d320,777,train,0.6243817945820075,0.0732320124312421
64,[5|5|5|5|5],effn_w5_d320,777,val,2.830846562275732,0.1344654271446841
64,[5|5|5|5|5],effn_w5_d320,777,test,2.759919737793311,0.13233430143059463
64,[5|5|5|5|5],effn_w5_d320,777,train,2.8057389664952788,0.13291949327383146
28,[160|160|160|160|160],effn_w5_d320,777,val,1.8287951407004435,0.1236850515970794
28,[160|160|160|160|160],effn_w5_d320,777,test,1.8117299624702554,0.12287937512941881
28,[160|160|160|160|160],effn_w5_d320,777,train,0.4712787051346101,0.06565939264772852
256,[320|320|320|320|320],effn_w5_d320,777,val,2.7804900034093976,0.10365258204802005
256,[320|320|320|320|320],effn_w5_d320,777,test,2.8126370016392177,0.10425880439140787
256,[320|320|320|320|320],effn_w5_d320,777,train,2.772405366581758,0.10325812156517811
128,[320|320|320|320|320],effn_w5_d320,777,val,2.8107533068898434,0.1168731433197361
128,[320|320|320|320|320],effn_w5_d320,777,test,2.8081808936966626,0.1167593691653615
128,[320|320|320|320|320],effn_w5_d320,777,train,2.791358197993966,0.1161488777704343
27,[320|320|320|320|320],effn_w5_d320,777,val,1.512620420227443,0.11166317995610248
27,[320|320|320|320|320],effn_w5_d320,777,test,1.5628179699310096,0.11344431209630734
27,[320|320|320|320|320],effn_w5_d320,777,train,0.1324432221630458,0.03567529451416271
28,[40|40|40|40|40],effn_w5_d320,777,val,2.7622881240695163,0.15952796040620834
28,[40|40|40|40|40],effn_w5_d320,777,test,2.7262195349388305,0.1586259780723593
28,[40|40|40|40|40],effn_w5_d320,777,train,2.319148568730839,0.14590541806137833
32,[320|320|320|320|320],effn_w5_d320,777,val,1.810053341587825,0.11832159783793696
32,[320|320|320|320|320],effn_w5_d320,777,test,1.7849247396904753,0.11806826993292921
32,[320|320|320|320|320],effn_w5_d320,777,train,0.16308374398715678,0.03825902520773679
26,[5|5|5|5|5],effn_w5_d320,777,val,2.8380306925821244,0.1634379753695022
26,[5|5|5|5|5],effn_w5_d320,777,test,2.8488124211487498,0.16278970400446005
26,[5|5|5|5|5],effn_w5_d320,777,train,2.8423355286866903,0.16342610847644953
64,[20|20|20|20|20],effn_w5_d320,777,val,2.8303568605238985,0.1344510036425077
64,[20|20|20|20|20],effn_w5_d320,777,test,2.7597009939302097,0.1323230157594641
64,[20|20|20|20|20],effn_w5_d320,777,train,2.80431378983779,0.13288447751175556
